temp,hum,pres,alt,ax,ay,az,gx,gy,gz,t
26.670000076293945,44.0810546875,1026.445068359375,19.20548439025879,144,4,16312,-20,7,-6,1280387
26.670000076293945,44.0810546875,1026.445068359375,19.20548439025879,-20,0,16384,-8,-15,24,1280400
26.68000030517578,44.1474609375,1026.4510498046875,19.156116485595703,24,-4,16456,0,11,23,1280413
26.68000030517578,44.1474609375,1026.4510498046875,19.156116485595703,12,-8,16436,6,-9,12,1280425
26.68000030517578,44.1474609375,1026.4510498046875,19.156116485595703,28,0,16340,4,12,25,1280438
26.68000030517578,44.1474609375,1026.4510498046875,19.156116485595703,52,-48,16468,3,15,15,1280450
26.68000030517578,44.1474609375,1026.4510498046875,19.156116485595703,12,-92,16416,-2,-11,1,1280463
26.68000030517578,44.1474609375,1026.4510498046875,19.156116485595703,68,-48,16264,4,-4,3,1280476
26.68000030517578,44.1474609375,1026.4510498046875,19.156116485595703,32,-36,16408,-13,-11,15,1280498
26.68000030517578,44.0693359375,1026.4755859375,18.954618453979492,76,-32,16420,2,-9,21,1280511
26.68000030517578,44.0693359375,1026.4755859375,18.954618453979492,-72,12,16484,-13,-5,16,1280524
26.68000030517578,44.0693359375,1026.4755859375,18.954618453979492,68,-88,16428,-30,11,12,1280536
26.68000030517578,44.0693359375,1026.4755859375,18.954618453979492,-20,-72,16364,-19,-7,7,1280549
26.68000030517578,44.0693359375,1026.4755859375,18.954618453979492,0,68,16492,-9,3,4,1280562
26.68000030517578,44.0693359375,1026.4755859375,18.954618453979492,-24,-64,16428,5,4,-6,1280574
26.68000030517578,44.0693359375,1026.4755859375,18.954618453979492,48,-20,16412,-23,-5,-16,1280587
26.68000030517578,44.181640625,1026.4603271484375,19.08005142211914,-16,-40,16444,-4,13,-10,1280600
26.68000030517578,44.181640625,1026.4603271484375,19.08005142211914,24,12,16612,-4,-8,20,1280612
26.68000030517578,44.181640625,1026.4603271484375,19.08005142211914,100,36,16480,12,24,-27,1280625
26.68000030517578,44.181640625,1026.4603271484375,19.08005142211914,44,36,16376,8,-9,0,1280638
26.68000030517578,44.181640625,1026.4603271484375,19.08005142211914,44,-88,16456,8,-7,2,1280650
26.68000030517578,44.181640625,1026.4603271484375,19.08005142211914,68,8,16360,16,-24,-29,1280663
26.68000030517578,44.181640625,1026.4603271484375,19.08005142211914,56,12,16236,-6,-2,-16,1280676
26.68000030517578,44.181640625,1026.4603271484375,19.08005142211914,60,-80,16448,-5,7,-11,1280688
26.670000076293945,44.091796875,1026.4681396484375,19.01557159423828,24,-8,16388,1,-5,-24,1280701
26.670000076293945,44.091796875,1026.4681396484375,19.01557159423828,20,48,16296,10,8,4,1280714
26.670000076293945,44.091796875,1026.4681396484375,19.01557159423828,4,44,16348,12,4,-19,1280726
26.670000076293945,44.091796875,1026.4681396484375,19.01557159423828,-64,68,16308,-24,-9,7,1280739
26.670000076293945,44.091796875,1026.4681396484375,19.01557159423828,-32,16,16380,-5,19,-3,1280752
26.670000076293945,44.091796875,1026.4681396484375,19.01557159423828,-8,48,16516,3,9,-11,1280764
26.670000076293945,44.091796875,1026.4681396484375,19.01557159423828,48,0,16348,-11,-4,18,1280777
26.670000076293945,44.091796875,1026.4681396484375,19.01557159423828,32,-64,16424,2,6,-7,1280790
26.670000076293945,44.1689453125,1026.4429931640625,19.222612380981445,32,16,16400,-7,4,-11,1280802
26.670000076293945,44.1689453125,1026.4429931640625,19.222612380981445,72,-40,16404,-3,2,-11,1280815
26.670000076293945,44.1689453125,1026.4429931640625,19.222612380981445,44,56,16376,36,-15,15,1280828
26.670000076293945,44.1689453125,1026.4429931640625,19.222612380981445,68,-16,16316,11,-1,-17,1280840
26.670000076293945,44.1689453125,1026.4429931640625,19.222612380981445,104,32,16456,-5,19,-9,1280853
26.670000076293945,44.1689453125,1026.4429931640625,19.222612380981445,12,-44,16472,-12,-15,7,1280866
26.670000076293945,44.1689453125,1026.4429931640625,19.222612380981445,-8,68,16412,4,12,11,1280878
26.670000076293945,44.1689453125,1026.45068359375,19.15913963317871,68,48,16360,-1,3,-4,1280891
26.670000076293945,44.2255859375,1026.45068359375,19.15913963317871,-32,12,16472,13,5,-14,1280904
26.670000076293945,44.2255859375,1026.45068359375,19.15913963317871,44,-12,16344,-5,9,-10,1280916
26.670000076293945,44.2255859375,1026.45068359375,19.15913963317871,96,-80,16408,20,-5,6,1280929
26.670000076293945,44.2255859375,1026.45068359375,19.15913963317871,-4,-32,16368,20,11,-1,1280942
26.670000076293945,44.2255859375,1026.45068359375,19.15913963317871,-32,20,16368,-7,-14,-11,1280954
26.670000076293945,44.2255859375,1026.45068359375,19.15913963317871,108,-8,16356,20,3,-3,1280967
26.670000076293945,44.2255859375,1026.45068359375,19.15913963317871,32,32,16384,-3,0,-17,1280980
26.670000076293945,44.1357421875,1026.444091796875,19.213544845581055,0,-48,16360,-4,15,10,1280992
26.670000076293945,44.1357421875,1026.444091796875,19.213544845581055,112,12,16328,17,-2,5,1281005
26.670000076293945,44.1357421875,1026.444091796875,19.213544845581055,176,-32,16428,7,-24,9,1281018
26.670000076293945,44.1357421875,1026.444091796875,19.213544845581055,-32,-84,16376,4,3,-2,1281030
26.670000076293945,44.1357421875,1026.444091796875,19.213544845581055,-24,28,16432,4,-2,-7,1281043
26.670000076293945,44.1357421875,1026.444091796875,19.213544845581055,16,-48,16528,12,-6,10,1281056
26.670000076293945,44.1357421875,1026.444091796875,19.213544845581055,72,-68,16436,-2,15,20,1281069
26.670000076293945,44.1357421875,1026.444091796875,19.213544845581055,0,56,16336,2,-9,10,1281081
26.670000076293945,44.08984375,1026.4453125,19.20347023010254,60,24,16488,-10,-17,1,1281094
26.670000076293945,44.08984375,1026.4453125,19.20347023010254,-16,-4,16388,4,1,-8,1281107
26.670000076293945,44.08984375,1026.4453125,19.20347023010254,-32,8,16424,6,34,-4,1281128
26.670000076293945,44.08984375,1026.4453125,19.20347023010254,56,44,16528,-1,3,-22,1281141
26.670000076293945,44.08984375,1026.4453125,19.20347023010254,-52,-8,16536,-1,-17,4,1281154
26.670000076293945,44.08984375,1026.4453125,19.20347023010254,56,-24,16392,9,-22,-12,1281166
26.670000076293945,44.08984375,1026.4453125,19.20347023010254,12,-152,16296,-11,7,-18,1281179
26.670000076293945,44.16796875,1026.461669921875,19.068967819213867,68,-28,16372,-17,-9,14,1281192
26.670000076293945,44.16796875,1026.461669921875,19.068967819213867,-120,-64,16516,-9,9,-16,1281204
26.670000076293945,44.16796875,1026.461669921875,19.068967819213867,80,12,16424,-1,4,-3,1281217
26.670000076293945,44.16796875,1026.461669921875,19.068967819213867,76,-40,16364,3,6,-1,1281230
26.670000076293945,44.16796875,1026.461669921875,19.068967819213867,72,24,16416,7,3,4,1281242
26.670000076293945,44.16796875,1026.461669921875,19.068967819213867,-8,48,16412,-10,19,24,1281255
26.670000076293945,44.16796875,1026.461669921875,19.068967819213867,144,-32,16340,6,-4,-22,1281277
26.65999984741211,44.224609375,1026.434326171875,19.293642044067383,72,60,16512,20,6,10,1281290
26.65999984741211,44.224609375,1026.434326171875,19.293642044067383,60,32,16424,16,-11,14,1281303
26.65999984741211,44.224609375,1026.434326171875,19.293642044067383,24,56,16392,2,-3,-31,1281315
26.65999984741211,44.224609375,1026.434326171875,19.293642044067383,-8,-76,16472,12,-3,-3,1281328
26.65999984741211,44.224609375,1026.434326171875,19.293642044067383,-24,0,16236,1,3,4,1281341
26.65999984741211,44.224609375,1026.434326171875,19.293642044067383,-76,-40,16380,13,9,7,1281353
26.65999984741211,44.224609375,1026.434326171875,19.293642044067383,28,36,16328,11,-4,-15,1281366
26.65999984741211,44.224609375,1026.424560546875,19.33746910095215,72,-104,16360,6,-1,11,1281379
26.670000076293945,44.1796875,1026.428955078125,19.33746910095215,40,0,16580,-11,-2,18,1281391
26.670000076293945,44.1796875,1026.428955078125,19.33746910095215,28,36,16404,14,19,12,1281404
26.670000076293945,44.1796875,1026.428955078125,19.33746910095215,44,8,16424,7,10,7,1281417
26.670000076293945,44.1796875,1026.428955078125,19.33746910095215,24,48,16412,6,-9,10,1281429
26.670000076293945,44.1796875,1026.428955078125,19.33746910095215,-48,108,16412,5,-1,26,1281442
26.670000076293945,44.1796875,1026.428955078125,19.33746910095215,128,-24,16440,17,19,20,1281459
26.670000076293945,44.1796875,1026.428955078125,19.33746910095215,-12,0,16516,8,13,-21,1281471
26.65999984741211,44.2802734375,1026.4393310546875,19.252334594726562,176,-24,16340,-5,1,-19,1281484
26.65999984741211,44.2802734375,1026.4393310546875,19.252334594726562,-8,-12,16456,10,-10,1,1281497
26.65999984741211,44.2802734375,1026.4393310546875,19.252334594726562,52,-44,16428,-5,8,-9,1281509
26.65999984741211,44.2802734375,1026.4393310546875,19.252334594726562,52,-116,16504,20,-1,10,1281522
26.65999984741211,44.2802734375,1026.4393310546875,19.252334594726562,108,8,16636,-4,-10,-2,1281535
26.65999984741211,44.2802734375,1026.4393310546875,19.252334594726562,0,0,16296,-4,5,18,1281547
26.65999984741211,44.2802734375,1026.4393310546875,19.252334594726562,52,-28,16416,14,17,-6,1281560
26.65999984741211,44.2802734375,1026.4393310546875,19.27349090576172,40,-88,16392,17,0,16,1281573
26.65999984741211,44.1240234375,1026.436767578125,19.27349090576172,-8,128,16356,3,-8,-3,1281585
26.65999984741211,44.1240234375,1026.436767578125,19.27349090576172,-52,20,16356,-9,0,14,1281598
26.65999984741211,44.1240234375,1026.436767578125,19.27349090576172,80,68,16296,14,-2,3,1281611
26.65999984741211,44.1240234375,1026.436767578125,19.27349090576172,68,48,16440,0,0,-31,1281623
26.65999984741211,44.1240234375,1026.436767578125,19.27349090576172,8,-96,16452,9,7,19,1281636
26.65999984741211,44.1240234375,1026.436767578125,19.27349090576172,64,60,16452,-14,12,-14,1281649
26.65999984741211,44.1240234375,1026.436767578125,19.27349090576172,36,68,16336,4,-15,-5,1281661
26.65999984741211,44.302734375,1026.4541015625,19.130929946899414,72,8,16328,1,-6,-4,1281674
26.65999984741211,44.302734375,1026.4541015625,19.130929946899414,136,24,16448,-8,-1,14,1281687
26.65999984741211,44.302734375,1026.4541015625,19.130929946899414,-12,-28,16424,-9,2,10,1281699
26.65999984741211,44.302734375,1026.4541015625,19.130929946899414,24,16,16560,14,0,18,1281712
26.65999984741211,44.302734375,1026.4541015625,19.130929946899414,60,24,16500,9,27,22,1281725
26.65999984741211,44.302734375,1026.4541015625,19.130929946899414,116,-4,16380,-1,-18,-5,1281737
26.65999984741211,44.302734375,1026.4541015625,19.130929946899414,68,16,16336,20,13,-1,1281750
26.65999984741211,44.302734375,1026.4541015625,19.130929946899414,-4,-20,16340,-2,15,-16,1281763
26.65999984741211,44.501953125,1026.4454345703125,19.20246124267578,-32,36,16312,2,-1,14,1281775
26.65999984741211,44.501953125,1026.4454345703125,19.20246124267578,60,-28,16588,3,14,3,1281788
26.65999984741211,44.501953125,1026.4454345703125,19.20246124267578,8,-56,16412,-6,-3,-27,1281801
26.65999984741211,44.501953125,1026.4454345703125,19.20246124267578,92,-124,16392,7,-13,-1,1281813
26.65999984741211,44.501953125,1026.4454345703125,19.20246124267578,-16,12,16380,0,4,21,1281826
26.65999984741211,44.501953125,1026.4454345703125,19.20246124267578,100,52,16296,9,19,6,1281839
26.65999984741211,44.501953125,1026.4454345703125,19.20246124267578,72,-28,16452,10,2,-5,1281851
26.65999984741211,44.501953125,1026.4454345703125,19.20246124267578,-4,-16,16460,8,14,7,1281864
26.65999984741211,44.380859375,1026.436767578125,19.27349090576172,36,24,16208,5,-11,-17,1281877
26.65999984741211,44.380859375,1026.436767578125,19.27349090576172,8,20,16340,18,-9,-8,1281899
26.65999984741211,44.380859375,1026.436767578125,19.27349090576172,80,68,16416,-18,27,0,1281911
26.65999984741211,44.380859375,1026.436767578125,19.27349090576172,-148,-16,16396,14,3,-11,1281924
26.65999984741211,44.380859375,1026.436767578125,19.27349090576172,52,-92,16528,2,5,11,1281937
26.65999984741211,44.380859375,1026.436767578125,19.27349090576172,144,-124,16480,1,-2,-14,1281949
26.65999984741211,44.380859375,1026.436767578125,19.27349090576172,84,-64,16288,1,-9,-3,1281962
26.65999984741211,44.3017578125,1026.4307861328125,19.322858810424805,-40,20,16476,3,22,4,1281975
26.65999984741211,44.3017578125,1026.4307861328125,19.322858810424805,64,92,16408,9,-11,10,1281987
26.65999984741211,44.3017578125,1026.4307861328125,19.322858810424805,4,16,16416,-9,21,-15,1282000
26.65999984741211,44.3017578125,1026.4307861328125,19.322858810424805,68,-12,16348,-13,1,-10,1282013
26.65999984741211,44.3017578125,1026.4307861328125,19.322858810424805,52,60,16432,-11,5,-23,1282025
26.65999984741211,44.3017578125,1026.4307861328125,19.322858810424805,128,56,16372,-12,-2,9,1282038
26.65999984741211,44.3017578125,1026.4307861328125,19.26845359802246,68,-36,16256,-8,1,5,1282060
26.65999984741211,44.3017578125,1026.4373779296875,19.26845359802246,64,28,16432,2,9,-19,1282073
26.65999984741211,44.3017578125,1026.4373779296875,19.26845359802246,80,0,16536,-7,8,-5,1282086
26.65999984741211,44.3017578125,1026.4373779296875,19.26845359802246,84,24,16308,19,5,-2,1282098
26.65999984741211,44.3017578125,1026.4373779296875,19.26845359802246,-40,-60,16512,-5,-16,-11,1282111
26.65999984741211,44.3017578125,1026.4373779296875,19.26845359802246,-20,-136,16536,22,-1,29,1282123
26.65999984741211,44.3017578125,1026.4373779296875,19.26845359802246,-40,20,16288,8,1,13,1282136
26.65999984741211,44.3017578125,1026.4373779296875,19.26845359802246,24,-20,16484,16,-22,42,1282149
26.65999984741211,44.40234375,1026.4365234375,19.2755069732666,0,-8,16384,1,-10,-25,1282161
26.65999984741211,44.40234375,1026.4365234375,19.2755069732666,72,-124,16392,-7,10,10,1282174
26.65999984741211,44.40234375,1026.4365234375,19.2755069732666,32,-136,16380,1,-3,14,1282187
26.65999984741211,44.40234375,1026.4365234375,19.2755069732666,108,4,16360,-5,5,-20,1282199
26.65999984741211,44.40234375,1026.4365234375,19.2755069732666,-16,-12,16280,8,23,-3,1282212
26.65999984741211,44.40234375,1026.4365234375,19.2755069732666,40,12,16468,4,-5,-9,1282225
26.65999984741211,44.40234375,1026.4365234375,19.2755069732666,4,-32,16400,20,22,-20,1282237
26.65999984741211,44.40234375,1026.4365234375,19.2755069732666,40,0,16376,7,7,12,1282250
26.65999984741211,44.3125,1026.43505859375,19.287595748901367,-28,-52,16252,5,7,-4,1282263
26.65999984741211,44.3125,1026.43505859375,19.287595748901367,32,80,16484,-8,-6,-8,1282275
26.65999984741211,44.3125,1026.43505859375,19.287595748901367,124,-48,16436,22,12,19,1282288
26.65999984741211,44.3125,1026.43505859375,19.287595748901367,96,-88,16348,1,19,-9,1282301
26.65999984741211,44.3125,1026.43505859375,19.287595748901367,-64,4,16448,1,-22,1,1282313
26.65999984741211,44.3125,1026.43505859375,19.287595748901367,28,-76,16308,-11,-15,-28,1282326
26.65999984741211,44.3125,1026.43505859375,19.287595748901367,28,-60,16400,-22,21,2,1282339
26.65999984741211,44.3125,1026.43505859375,19.287595748901367,28,-44,16412,15,34,-1,1282351
26.65999984741211,44.3681640625,1026.4365234375,19.2755069732666,48,44,16444,-5,-12,-22,1282364
26.65999984741211,44.3681640625,1026.4365234375,19.2755069732666,-32,28,16392,-7,28,11,1282377
26.65999984741211,44.3681640625,1026.4365234375,19.2755069732666,28,-56,16344,18,-27,-4,1282390
26.65999984741211,44.3681640625,1026.4365234375,19.2755069732666,92,-16,16348,-1,-10,11,1282402
26.65999984741211,44.3681640625,1026.4365234375,19.2755069732666,88,32,16572,1,-8,7,1282415
26.65999984741211,44.3681640625,1026.4365234375,19.2755069732666,92,-76,16468,-5,13,-8,1282428
26.65999984741211,44.3681640625,1026.4365234375,19.2755069732666,84,-16,16440,13,3,-11,1282440
26.65999984741211,44.3017578125,1026.4520263671875,19.148056030273438,-40,-20,16252,21,-1,-9,1282453
26.65999984741211,44.3017578125,1026.4520263671875,19.148056030273438,56,-24,16496,21,-1,4,1282466
26.65999984741211,44.3017578125,1026.4520263671875,19.148056030273438,36,40,16372,-14,3,0,1282478
26.65999984741211,44.3017578125,1026.4520263671875,19.148056030273438,8,68,16512,2,-7,-4,1282491
26.65999984741211,44.3017578125,1026.4520263671875,19.148056030273438,32,152,16412,8,-12,-2,1282504
26.65999984741211,44.3017578125,1026.4520263671875,19.148056030273438,-32,36,16484,10,-8,3,1282516
26.65999984741211,44.3017578125,1026.4520263671875,19.148056030273438,88,-16,16440,-2,-8,-16,1282529
26.65999984741211,44.3017578125,1026.4520263671875,19.148056030273438,-28,48,16492,9,8,-13,1282542
26.649999618530273,44.2119140625,1026.4345703125,19.2916259765625,-68,-40,16448,-13,-11,38,1282554
26.649999618530273,44.2119140625,1026.4345703125,19.2916259765625,-44,-40,16328,3,-4,-9,1282567
26.649999618530273,44.2119140625,1026.4345703125,19.2916259765625,152,-72,16388,-23,0,7,1282580
26.649999618530273,44.2119140625,1026.4345703125,19.2916259765625,4,-84,16428,-2,3,5,1282592
26.649999618530273,44.2119140625,1026.4345703125,19.2916259765625,80,-68,16416,-1,-4,10,1282605
26.649999618530273,44.2119140625,1026.4345703125,19.2916259765625,104,52,16240,25,6,19,1282618
26.649999618530273,44.2119140625,1026.4345703125,19.2916259765625,68,-16,16500,0,-16,0,1282630
26.649999618530273,44.2119140625,1026.4345703125,19.2916259765625,20,-4,16380,-6,-5,4,1282643
26.649999618530273,44.3017578125,1026.408935546875,19.502199172973633,80,-56,16484,6,7,16,1282656
26.649999618530273,44.3017578125,1026.408935546875,19.502199172973633,-68,-84,16376,15,23,9,1282677
26.649999618530273,44.3017578125,1026.408935546875,19.502199172973633,-60,4,16344,-4,11,-10,1282690
26.649999618530273,44.3017578125,1026.408935546875,19.502199172973633,112,104,16244,-28,3,5,1282703
26.649999618530273,44.3017578125,1026.408935546875,19.502199172973633,80,-76,16668,-12,13,-13,1282716
26.649999618530273,44.3017578125,1026.408935546875,19.502199172973633,36,0,16356,6,0,-13,1282728
26.649999618530273,44.3017578125,1026.408935546875,19.502199172973633,28,-84,16400,19,-11,-17,1282741
26.649999618530273,44.513671875,1026.4329833984375,19.304723739624023,48,52,16440,-12,6,-12,1282753
26.649999618530273,44.513671875,1026.4329833984375,19.304723739624023,72,-12,16340,15,12,10,1282766
26.649999618530273,44.513671875,1026.4329833984375,19.304723739624023,40,72,16340,-10,1,-7,1282779
26.649999618530273,44.513671875,1026.4329833984375,19.304723739624023,-4,88,16360,11,9,-7,1282791
26.649999618530273,44.513671875,1026.4329833984375,19.304723739624023,44,-120,16420,-14,11,-4,1282804
26.649999618530273,44.513671875,1026.4329833984375,19.304723739624023,76,32,16228,1,1,-16,1282817
26.649999618530273,44.513671875,1026.4329833984375,19.304723739624023,48,12,16444,5,-22,-21,1282839
26.649999618530273,44.40234375,1026.4384765625,19.25938606262207,-28,100,16460,5,7,11,1282852
26.649999618530273,44.40234375,1026.4384765625,19.25938606262207,64,12,16488,0,12,13,1282864
26.649999618530273,44.40234375,1026.4384765625,19.25938606262207,68,-112,16388,20,2,-1,1282877
26.649999618530273,44.40234375,1026.4384765625,19.25938606262207,24,40,16416,6,-4,5,1282890
26.649999618530273,44.40234375,1026.4384765625,19.25938606262207,80,-76,16424,6,-3,1,1282902
26.649999618530273,44.40234375,1026.4384765625,19.25938606262207,116,40,16408,15,24,17,1282915
26.649999618530273,44.40234375,1026.4384765625,19.25938606262207,-4,-40,16444,10,9,-18,1282928
26.649999618530273,44.3017578125,1026.4437255859375,19.216567993164062,44,-44,16320,8,-18,-23,1282940
26.649999618530273,44.3017578125,1026.4437255859375,19.216567993164062,88,4,16444,-15,14,20,1282953
26.649999618530273,44.3017578125,1026.4437255859375,19.216567993164062,116,48,16280,-10,-13,-5,1282966
26.649999618530273,44.3017578125,1026.4437255859375,19.216567993164062,24,8,16352,2,-3,-13,1282978
26.649999618530273,44.3017578125,1026.4437255859375,19.216567993164062,32,40,16332,1,12,-17,1282991
26.649999618530273,44.3017578125,1026.4437255859375,19.216567993164062,-20,28,16272,20,-4,-17,1283004
26.649999618530273,44.3017578125,1026.4437255859375,19.216567993164062,108,80,16348,-16,-19,-12,1283016
26.649999618530273,44.3017578125,1026.4437255859375,19.216567993164062,48,8,16360,-11,12,-16,1283029
26.649999618530273,44.2900390625,1026.464111328125,19.048818588256836,48,60,16372,-11,8,-11,1283042
26.649999618530273,44.2900390625,1026.464111328125,19.048818588256836,60,-12,16336,0,22,12,1283054
26.649999618530273,44.2900390625,1026.464111328125,19.048818588256836,40,-12,16308,15,-3,12,1283067
26.649999618530273,44.2900390625,1026.464111328125,19.048818588256836,12,12,16384,-4,-7,-4,1283080
26.649999618530273,44.2900390625,1026.464111328125,19.048818588256836,40,-36,16192,4,-5,9,1283092
26.649999618530273,44.2900390625,1026.464111328125,19.048818588256836,60,-12,16444,7,3,5,1283105
26.649999618530273,44.2900390625,1026.464111328125,19.048818588256836,160,-52,16516,-4,-5,-2,1283118
26.649999618530273,44.2900390625,1026.464111328125,19.048818588256836,8,-56,16352,-6,13,-1,1283130
26.649999618530273,44.390625,1026.46142578125,19.07098388671875,120,-28,16416,-17,-9,7,1283143
26.649999618530273,44.390625,1026.46142578125,19.07098388671875,-36,0,16368,9,4,-5,1283156
26.649999618530273,44.390625,1026.46142578125,19.07098388671875,-40,-32,16396,-7,-3,3,1283168
26.649999618530273,44.390625,1026.46142578125,19.07098388671875,0,-16,16520,-1,-4,-2,1283181
26.649999618530273,44.390625,1026.46142578125,19.07098388671875,20,-20,16324,10,-19,27,1283194
26.649999618530273,44.390625,1026.46142578125,19.07098388671875,92,68,16468,16,-27,19,1283206
26.649999618530273,44.390625,1026.46142578125,19.07098388671875,60,4,16564,-5,-10,-10,1283219
26.649999618530273,44.390625,1026.443359375,19.219589233398438,-8,44,16388,-2,10,-6,1283232
26.649999618530273,44.48046875,1026.443359375,19.219589233398438,28,-100,16380,10,1,3,1283244
26.649999618530273,44.48046875,1026.443359375,19.219589233398438,-64,20,16344,12,9,-20,1283257
26.649999618530273,44.48046875,1026.443359375,19.219589233398438,4,-44,16468,7,6,-13,1283270
26.649999618530273,44.48046875,1026.443359375,19.219589233398438,16,0,16424,7,17,-11,1283282
26.649999618530273,44.48046875,1026.443359375,19.219589233398438,68,-56,16356,-5,19,23,1283295
26.649999618530273,44.48046875,1026.443359375,19.219589233398438,32,12,16376,-2,-1,2,1283308
26.649999618530273,44.48046875,1026.443359375,19.219589233398438,88,-96,16336,9,2,15,1283320
26.649999618530273,44.2236328125,1026.4384765625,19.25938606262207,8,64,16484,8,-5,11,1283333
26.649999618530273,44.2236328125,1026.4384765625,19.25938606262207,84,44,16492,6,-8,6,1283346
26.649999618530273,44.2236328125,1026.4384765625,19.25938606262207,28,8,16480,-3,-6,8,1283358
26.649999618530273,44.2236328125,1026.4384765625,19.25938606262207,36,40,16364,-11,34,-12,1283371
26.649999618530273,44.2236328125,1026.4384765625,19.25938606262207,112,-40,16476,-15,-5,-4,1283384
26.649999618530273,44.2236328125,1026.4384765625,19.25938606262207,20,-24,16352,23,-19,43,1283396
26.649999618530273,44.2236328125,1026.4384765625,19.25938606262207,84,-56,16468,-10,26,-14,1283409
26.649999618530273,44.2236328125,1026.4384765625,19.25938606262207,-4,-60,16416,4,-10,5,1283421
26.649999618530273,44.4580078125,1026.45654296875,19.111282348632812,-52,120,16532,3,-2,17,1283443
26.649999618530273,44.4580078125,1026.45654296875,19.111282348632812,56,28,16260,-1,0,16,1283461
26.649999618530273,44.4580078125,1026.45654296875,19.111282348632812,28,-104,16256,5,11,-4,1283473
26.649999618530273,44.4580078125,1026.45654296875,19.111282348632812,100,44,16388,19,24,4,1283486
26.649999618530273,44.4580078125,1026.45654296875,19.111282348632812,-4,-44,16412,-9,-14,13,1283498
26.649999618530273,44.4580078125,1026.45654296875,19.111282348632812,76,56,16412,6,-1,11,1283511
26.649999618530273,44.4580078125,1026.45654296875,19.106245040893555,92,-24,16352,1,12,24,1283524
26.649999618530273,44.2666015625,1026.4571533203125,19.106245040893555,48,-60,16452,2,12,22,1283536
26.649999618530273,44.2666015625,1026.4571533203125,19.106245040893555,16,-112,16352,12,-3,5,1283549
26.649999618530273,44.2666015625,1026.4571533203125,19.106245040893555,40,8,16404,2,4,-18,1283562
26.649999618530273,44.2666015625,1026.4571533203125,19.106245040893555,32,28,16516,26,-13,-11,1283574
26.649999618530273,44.2666015625,1026.4571533203125,19.106245040893555,76,-8,16284,2,-12,-10,1283587
26.649999618530273,44.2666015625,1026.4571533203125,19.106245040893555,-28,-80,16236,-5,-19,-8,1283600
26.649999618530273,44.2666015625,1026.463623046875,19.088109970092773,8,4,16416,-9,2,-19,1283622
26.639999389648438,44.4677734375,1026.4593505859375,19.088109970092773,48,4,16272,18,5,4,1283634
26.639999389648438,44.4677734375,1026.4593505859375,19.088109970092773,28,24,16288,-1,-5,-8,1283647
26.639999389648438,44.4677734375,1026.4593505859375,19.088109970092773,-12,-68,16456,21,-13,-10,1283660
26.639999389648438,44.4677734375,1026.4593505859375,19.088109970092773,92,-36,16484,-10,-20,-3,1283672
26.639999389648438,44.4677734375,1026.4593505859375,19.088109970092773,8,40,16424,11,-15,1,1283685
26.639999389648438,44.4677734375,1026.4593505859375,19.088109970092773,48,-52,16284,-2,-5,22,1283698
26.639999389648438,44.4677734375,1026.4593505859375,19.088109970092773,-8,-20,16284,6,7,10,1283710
26.639999389648438,44.3896484375,1026.457763671875,19.101207733154297,32,52,16312,13,-8,4,1283723
26.639999389648438,44.3896484375,1026.457763671875,19.101207733154297,8,40,16512,7,27,32,1283736
26.639999389648438,44.3896484375,1026.457763671875,19.101207733154297,36,-72,16396,-17,1,-5,1283748
26.639999389648438,44.3896484375,1026.457763671875,19.101207733154297,52,-32,16364,9,-4,15,1283761
26.639999389648438,44.3896484375,1026.457763671875,19.101207733154297,52,84,16408,-18,-3,18,1283774
26.639999389648438,44.3896484375,1026.457763671875,19.101207733154297,-24,52,16472,14,10,-7,1283786
26.639999389648438,44.3896484375,1026.457763671875,19.101207733154297,-52,-40,16408,5,3,-5,1283799
26.639999389648438,44.3896484375,1026.457763671875,19.101207733154297,72,-20,16328,18,-5,3,1283812
26.639999389648438,44.3232421875,1026.4517822265625,19.15007209777832,76,36,16408,-4,-1,-3,1283824
26.639999389648438,44.3232421875,1026.4517822265625,19.15007209777832,24,-48,16316,17,16,14,1283837
26.639999389648438,44.3232421875,1026.4517822265625,19.15007209777832,-8,-56,16404,0,1,8,1283850
26.639999389648438,44.3232421875,1026.4517822265625,19.15007209777832,108,-8,16372,10,-16,20,1283862
26.639999389648438,44.3232421875,1026.4517822265625,19.15007209777832,140,-60,16428,-1,-4,9,1283875
26.639999389648438,44.3232421875,1026.4517822265625,19.15007209777832,44,92,16380,13,3,-6,1283888
26.639999389648438,44.3232421875,1026.4517822265625,19.15007209777832,116,-100,16548,25,-5,-15,1283900
26.639999389648438,44.3232421875,1026.4517822265625,19.15007209777832,68,8,16336,9,7,17,1283913
26.639999389648438,44.3232421875,1026.462646484375,19.060909271240234,-52,-8,16416,-7,-6,-3,1283926
26.639999389648438,44.3232421875,1026.462646484375,19.060909271240234,8,-24,16404,29,-4,6,1283938
26.639999389648438,44.3232421875,1026.462646484375,19.060909271240234,64,32,16284,-1,-9,-11,1283951
26.639999389648438,44.3232421875,1026.462646484375,19.060909271240234,20,40,16288,-16,-16,14,1283963
26.639999389648438,44.3232421875,1026.462646484375,19.060909271240234,148,-56,16488,-1,12,-1,1283976
26.639999389648438,44.3232421875,1026.462646484375,19.060909271240234,-64,-76,16500,19,21,-2,1283989
26.639999389648438,44.3232421875,1026.462646484375,19.060909271240234,84,72,16384,11,11,-2,1284001
